ReceTime(s)	Throughput Rate(Mbps)
1556527284.339456	0
1556527284.340456	0
1556527284.341479	30.205997
1556527284.342479	0
1556527284.343479	0
1556527284.344479	0
1556527284.345711	2.610479
1556527284.347578	29.584983
1556527284.348578	0
1556527284.349603	10.911574
1556527284.350603	0
1556527284.351946	4.714693
1556527284.352946	0
1556527284.353946	0
1556527284.354946	0
1556527284.355946	0
1556527284.357661	5.799249
1556527284.358677	159.391692
1556527284.359910	152.303171
1556527284.360963	160.949060
1556527284.362113	144.109475
1556527284.363170	135.882698
1556527284.364170	0
1556527284.366136	3.724459
1556527284.367136	0
1556527284.368136	0
1556527284.370096	8.369438
1556527284.371439	139.838807
1556527284.372590	163.154930
1556527284.373590	0
1556527284.374590	0
1556527284.375590	0
1556527284.377473	36.198233
1556527284.378810	8.263956
1556527284.379810	0
1556527284.380810	0
1556527284.381810	0
1556527284.383520	2.345533
1556527284.384520	0
1556527284.385653	5.178943
1556527284.386653	0
1556527284.387653	0
1556527284.388653	0
1556527284.389840	7.915722
1556527284.390866	168.565056
1556527284.392076	149.211429
1556527284.393330	146.737643
1556527284.394499	41.039364
1556527284.395499	0
1556527284.396499	0
1556527284.397755	3.393087
1556527284.398755	0
1556527284.399755	0
1556527284.401520	2.934144
1556527284.402520	0
1556527284.403520	0
1556527284.404520	0
1556527284.405890	2.528016
1556527284.406890	0
1556527284.407890	0
1556527284.408890	0
1556527284.410029	2.669124
1556527284.411029	0
1556527284.412029	0
1556527284.413681	3.024938
1556527284.414681	0
1556527284.415681	0
1556527284.416681	0
1556527284.417883	7.887426
1556527284.418891	153.430464
1556527284.420281	127.165695
1556527284.421459	168.801457
1556527284.422515	125.543464
1556527284.423551	159.926369
1556527284.424749	138.343949
1556527284.425865	128.683615
1556527284.426952	121.963589
1556527284.427952	0
1556527284.429764	3.928444
1556527284.430764	0
1556527284.431764	0
1556527284.433761	5.528036
1556527284.434761	0
1556527284.435761	0
1556527284.436761	0
1556527284.437761	0
1556527284.438761	0
1556527284.440247	13.625731
1556527284.441564	8.388125
1556527284.442564	0
1556527284.443564	0
1556527284.444564	0
1556527284.446067	16.332927
1556527284.447067	0
1556527284.448067	0
1556527284.449067	0
1556527284.450067	0
1556527284.451067	0
1556527284.452067	0
1556527284.453070	14.738390
1556527284.454070	0
1556527284.455070	0
1556527284.456070	0
1556527284.458053	8.867710
1556527284.459460	154.354855
1556527284.460721	143.174135
1556527284.461967	156.558745
1556527284.462967	0
1556527284.463967	0
1556527284.465466	20.025075
1556527284.466466	0
1556527284.467466	0
1556527284.468772	23.391894
1556527284.470290	7.277525
1556527284.471290	0
1556527284.472290	0
1556527284.473714	9.678875
1556527284.474753	159.522607
1556527284.475753	0
1556527284.476753	0
1556527284.478308	18.645027
1556527284.479549	157.190394
1556527284.480622	147.650744
1556527284.481652	128.711111
1556527284.482737	128.871896
1556527284.483814	147.127740
1556527284.484814	0
1556527284.485842	54.474489
1556527284.486942	20.084959
1556527284.487942	0
1556527284.488942	0
1556527284.490908	8.356859
1556527284.491908	0
1556527284.492908	0
1556527284.493908	0
1556527284.495170	7.775801
1556527284.496170	0
1556527284.497597	9.104234
1556527284.498597	0
1556527284.499597	0
1556527284.500597	0
1556527284.502112	7.340550
1556527284.503798	19.656109
1556527284.505782	16.705684
1556527284.506782	0
1556527284.507782	0
1556527284.508782	0
1556527284.509782	0
1556527284.511056	16.757289
1556527284.512056	0
1556527284.513261	5.009839
1556527284.514261	0
1556527284.515455	5.035427
1556527284.516455	0
1556527284.517970	13.177363
1556527284.518970	0
1556527284.519970	0
1556527284.521507	3.123424
1556527284.522507	0
1556527284.523507	0
1556527284.524507	0
1556527284.525753	5.203661
1556527284.526753	0
1556527284.527753	0
1556527284.529700	8.396738
1556527284.530926	81.101517
1556527284.531939	152.672158
1556527284.533059	88.785182
1556527284.534443	77.086649
1556527284.535752	95.714442
1556527284.537129	133.651948
1556527284.538421	153.911792
1556527284.539646	153.311016
1556527284.540872	156.248104
1556527284.542107	89.451737
1556527284.543107	0
1556527284.544107	0
1556527284.545107	0
1556527284.546880	11.573006
1556527284.547880	0
1556527284.549772	11.459852
1556527284.550772	0
1556527284.551772	0
1556527284.552772	0
1556527284.553772	0
1556527284.554772	0
1556527284.555772	0
1556527284.557541	7.110020
1556527284.558541	0
1556527284.559541	0
1556527284.560554	3.666403
1556527284.561554	0
1556527284.562554	0
1556527284.564081	6.264585
1556527284.566027	17.031120
1556527284.567027	0
1556527284.568027	0
1556527284.569824	20.366194
1556527284.570824	0
1556527284.571824	0
1556527284.573459	9.117670
1556527284.574459	0
1556527284.575459	0
1556527284.576459	0
1556527284.577524	10.870616
1556527284.579518	11.079866
1556527284.580518	0
1556527284.581919	4.601390
1556527284.583059	116.276035
1556527284.584091	149.885397
1556527284.585133	165.981240
1556527284.586133	0
1556527284.587133	0
1556527284.588133	0
1556527284.589891	17.048707
1556527284.591488	135.988056
1556527284.592872	151.659604
1556527284.594109	181.651956
1556527284.595109	0
1556527284.596109	0
1556527284.597686	33.972939
1556527284.598686	0
1556527284.600395	44.859708
1556527284.601395	0
1556527284.602395	0
1556527284.603466	3.597236
1556527284.604983	7.282100
1556527284.605983	0
1556527284.606983	0
1556527284.607983	0
1556527284.609749	9.271836
1556527284.610749	0
1556527284.611749	0
1556527284.613491	5.904556
1556527284.614491	0
1556527284.615491	0
1556527284.616491	0
1556527284.617491	0
1556527284.618491	0
1556527284.619843	10.435253
1556527284.620843	0
1556527284.621844	16.562373
1556527284.623132	151.457979
1556527284.624419	157.450908
1556527284.625832	132.902311
1556527284.626832	0
1556527284.628791	33.601160
1556527284.629923	64.970514
1556527284.630923	0
1556527284.631923	0
1556527284.633535	10.223777
1556527284.634535	0
1556527284.635535	0
1556527284.636535	0
1556527284.637948	10.013182
1556527284.639465	101.949395
1556527284.640465	0
1556527284.641661	15.093160
1556527284.642676	141.467356
1556527284.643824	134.725649
1556527284.644879	157.071186
1556527284.645921	106.032037
1556527284.647308	95.570987
1556527284.648308	0
1556527284.649765	13.489374
1556527284.651458	97.879172
1556527284.652458	0
1556527284.653458	0
1556527284.654458	0
1556527284.655458	0
1556527284.656458	0
1556527284.657459	5.522765
1556527284.658459	0
1556527284.659462	5.515534
1556527284.660462	0
1556527284.661462	0
1556527284.662462	0
1556527284.663462	0
1556527284.664684	2.115509
1556527284.665785	20.067562
1556527284.666785	0
1556527284.667785	0
1556527284.668785	0
1556527284.669785	0
1556527284.670785	0
1556527284.671785	0
1556527284.673486	4.303653
1556527284.674486	0
1556527284.675486	0
1556527284.676486	0
1556527284.677976	9.841971
1556527284.678976	0
1556527284.679976	0
1556527284.681477	24.161798
1556527284.682477	0
1556527284.683477	0
1556527284.684477	0
1556527284.685538	9.092937
1556527284.686672	155.882254
1556527284.687978	152.254107
1556527284.689204	132.082458
1556527284.690204	0
1556527284.691204	0
1556527284.692204	0
1556527284.693758	34.792733
1556527284.694758	0
1556527284.695758	0
1556527284.696758	0
1556527284.698034	28.419069
1556527284.699210	150.319546
1556527284.700210	0
1556527284.701764	12.975637
1556527284.703017	155.694767
1556527284.704240	138.579337
1556527284.705477	157.705474
1556527284.706510	153.375490
1556527284.707510	0
1556527284.708510	0
1556527284.709915	32.445907
1556527284.710915	0
1556527284.711915	0
1556527284.713779	5.718023
1556527284.714779	0
1556527284.715779	0
1556527284.717554	2.926361
1556527284.718554	0
1556527284.719554	0
1556527284.720554	0
1556527284.721908	7.611872
1556527284.722908	0
1556527284.723908	0
1556527284.724908	0
1556527284.725925	5.500475
1556527284.726925	0
1556527284.727925	0
1556527284.729749	8.666874
1556527284.730749	0
1556527284.731749	0
1556527284.733747	2.763194
1556527284.734925	84.400729
1556527284.735925	0
1556527284.737638	12.216188
1556527284.738638	0
1556527284.739638	0
1556527284.740638	0
1556527284.741874	10.431924
1556527284.743547	26.413567
1556527284.744547	0
1556527284.745781	4.945144
1556527284.746781	0
1556527284.748754	3.715798
1556527284.749766	54.577150
1556527284.751142	141.773696
1556527284.752313	154.194258
1556527284.753367	157.213300
1556527284.754500	94.168350
1556527284.755500	0
1556527284.757487	45.646420
1556527284.758758	136.091540
1556527284.759894	158.952141
1556527284.760951	135.852052
1556527284.761981	32.177778
1556527284.762981	0
1556527284.763981	0
1556527284.764981	0
1556527284.765981	0
1556527284.766981	0
1556527284.768266	15.819734
1556527284.769527	17.521649
1556527284.771276	25.264995
1556527284.772276	0
1556527284.774173	3.813349
1556527284.775173	0
1556527284.776173	0
1556527284.777704	9.386090
1556527284.778704	0
1556527284.779704	0
1556527284.780704	0
1556527284.781977	10.341703
1556527284.783034	31.350474
1556527284.784229	138.675180
1556527284.785281	178.538531
1556527284.786379	100.599218
1556527284.787592	36.434834
1556527284.788592	0
1556527284.789630	27.103416
1556527284.790630	0
1556527284.791630	0
1556527284.792630	0
1556527284.793827	13.160645
1556527284.794827	0
1556527284.795827	0
1556527284.797637	23.196996
1556527284.798658	10.821112
1556527284.799658	0
1556527284.801621	3.728355
1556527284.802621	0
1556527284.803621	0
1556527284.804621	0
1556527284.805930	7.691473
1556527284.807475	85.794168
1556527284.808475	0
1556527284.809673	25.130708
1556527284.810673	0
1556527284.811673	0
1556527284.812673	0
1556527284.814173	17.185122
1556527284.815489	176.278261
1556527284.816537	147.600455
1556527284.817621	122.285463
1556527284.818621	0
1556527284.819621	0
1556527284.820621	0
1556527284.821928	35.909438
1556527284.822928	0
1556527284.823928	0
1556527284.824928	0
1556527284.825928	0
1556527284.827406	2.016713
1556527284.828406	0
1556527284.829406	0
1556527284.830406	0
1556527284.831514	2.689263
1556527284.832514	0
1556527284.834049	13.073262
1556527284.835068	162.620496
1556527284.836374	123.981015
1556527284.837402	171.933210
1556527284.838637	134.177606
1556527284.839637	0
1556527284.841548	20.276190
1556527284.842548	0
1556527284.843548	0
1556527284.844548	0
1556527284.845573	8.234095
1556527284.846573	0
1556527284.847573	0
1556527284.848573	0
1556527284.850055	22.183308
1556527284.851055	0
1556527284.852055	0
1556527284.853581	9.399418
1556527284.854581	0
1556527284.855581	0
1556527284.856581	0
1556527284.857924	20.349583
1556527284.858924	0
1556527284.859924	0
1556527284.860924	0
1556527284.862274	15.237928
1556527284.863274	0
1556527284.864274	0
1556527284.865274	0
1556527284.867232	6.684362
1556527284.868232	0
1556527284.869989	16.029058
1556527284.870989	0
1556527284.871989	0
1556527284.873866	8.548026
1556527284.875230	89.092117
1556527284.876375	135.090379
1556527284.877564	130.079005
1556527284.878675	135.800858
1556527284.879695	166.178588
1556527284.881576	29.363752
1556527284.882576	0
1556527284.883576	0
1556527284.885213	9.112888
1556527284.886213	0
1556527284.887213	0
1556527284.888213	0
1556527284.889889	18.900117
1556527284.890889	0
1556527284.891889	0
1556527284.892889	0
1556527284.894242	22.840618
1556527284.895242	0
1556527284.896242	0
1556527284.897643	6.496460
1556527284.898643	0
1556527284.899643	0
1556527284.900643	0
1556527284.901935	19.709810
1556527284.902944	153.285444
1556527284.903995	161.277677
1556527284.905175	131.077793
1556527284.906432	128.825493
1556527284.907432	0
1556527284.908432	0
1556527284.910014	13.392971
1556527284.911014	0
1556527284.912014	0
1556527284.913777	8.806893
1556527284.914777	0
1556527284.915777	0
1556527284.916777	0
1556527284.917937	13.278313
1556527284.918937	0
1556527284.919937	0
1556527284.921786	22.961348
1556527284.923524	12.713953
1556527284.924524	0
1556527284.925838	4.773954
1556527284.926838	0
1556527284.927838	0
1556527284.928838	0
1556527284.929953	47.403013
1556527284.930983	150.162963
1556527284.932382	136.943422
1556527284.933453	175.358860
1556527284.934564	119.320172
1556527284.935564	0
1556527284.936564	0
1556527284.937707	35.150963
1556527284.939471	12.524936
1556527284.940471	0
1556527284.941564	5.278050
1556527284.942564	0
1556527284.943564	0
1556527284.944564	0
1556527284.945564	0
1556527284.946564	0
1556527284.947564	0
1556527284.948792	10.699037
1556527284.949807	32.653982
1556527284.951474	33.135011
1556527284.952474	0
1556527284.953474	0
1556527284.954474	0
1556527284.955474	0
1556527284.956901	2.035584
1556527284.957991	57.349377
1556527284.958991	0
1556527284.959991	0
1556527284.961332	7.745397
1556527284.962660	80.338959
1556527284.963889	146.924331
1556527284.964931	169.612446
1556527284.966013	153.159982
1556527284.967013	0
1556527284.968013	0
1556527284.969252	20.463418
1556527284.970252	0
1556527284.971252	0
1556527284.972252	0
1556527284.973789	14.610121
1556527284.975010	45.241164
1556527284.976010	0
1556527284.977907	11.440046
1556527284.978907	0
1556527284.979907	0
1556527284.981491	15.411428
1556527284.982491	0
1556527284.983491	0
1556527284.985471	30.533517
1556527284.986591	128.217965
1556527284.987711	154.461145
1556527284.988771	149.477283
1556527284.989901	146.632911
1556527284.990922	140.674451
1556527284.991922	0
1556527284.993474	43.288490
1556527284.994474	0
1556527284.995474	0
1556527284.996474	0
1556527284.997868	12.570808
1556527284.998868	0
1556527284.999868	0
1556527285.001540	9.025907
1556527285.003228	13.089266
1556527285.004228	0
1556527285.005992	11.990684
1556527285.006992	0
1556527285.007992	0
1556527285.009768	2.925622
1556527285.010768	0
1556527285.011768	0
1556527285.013682	19.758285
1556527285.014682	0
1556527285.015682	0
1556527285.016682	0
1556527285.017694	11.014024
1556527285.018694	0
1556527285.019694	0
1556527285.020694	0
1556527285.021694	0
1556527285.022694	0
1556527285.023754	3.646064
1556527285.025525	6.237179
1556527285.026530	153.903677
1556527285.027755	135.274426
1556527285.028764	153.285444
1556527285.029803	116.956402
1556527285.031434	60.959509
1556527285.032434	0
1556527285.033779	14.134011
1556527285.035112	41.438025
1556527285.036112	0
1556527285.037594	8.901354
1556527285.038594	0
1556527285.039594	0
1556527285.040594	0
1556527285.041759	23.872231
1556527285.042867	159.538627
1556527285.043939	133.948855
1556527285.044980	169.806688
1556527285.046209	125.839767
1556527285.047290	173.734451
1556527285.048290	0
1556527285.049820	26.200735
1556527285.050820	0
1556527285.051820	0
1556527285.053551	14.804780
1556527285.055355	6.123431
1556527285.056355	0
1556527285.058197	3.887248
1556527285.059233	10.664212
1556527285.060233	0
1556527285.061233	0
1556527285.062233	0
1556527285.063434	2.629739
1556527285.064434	0
1556527285.066292	3.865199
1556527285.067292	0
1556527285.068292	0
1556527285.069487	3.457652
1556527285.070487	0
1556527285.071487	0
1556527285.072487	0
1556527285.073920	2.492121
1556527285.074920	0
1556527285.075920	0
1556527285.076920	0
1556527285.078386	2.473628
1556527285.079386	0
1556527285.080386	0
1556527285.081747	3.286940
1556527285.082798	115.629764
1556527285.083870	175.202847
1556527285.084977	139.716563
1556527285.086066	138.535902
1556527285.087066	0
1556527285.088066	0
1556527285.089827	18.629984
1556527285.090827	0
1556527285.091827	0
1556527285.093566	17.728351
1556527285.094628	145.612570
1556527285.095711	112.218406
1556527285.097010	144.587372
1556527285.098052	127.209334
1556527285.099460	54.928366
1556527285.100460	0
1556527285.101694	14.833849
1556527285.102694	0
1556527285.103694	0
1556527285.104694	0
1556527285.105787	18.893924
1556527285.106787	0
1556527285.107787	0
1556527285.108787	0
1556527285.110086	23.128168
1556527285.111086	0
1556527285.112086	0
1556527285.113486	3.249141
1556527285.114486	0
1556527285.115486	0
1556527285.116486	0
1556527285.117865	7.568356
1556527285.118865	0
1556527285.119865	0
1556527285.121664	5.815991
1556527285.122664	0
1556527285.123664	0
1556527285.124664	0
1556527285.125770	2.690512
1556527285.126770	0
1556527285.127770	0
1556527285.128770	0
1556527285.129978	14.853193
1556527285.131200	153.669918
1556527285.132368	135.655440
1556527285.133596	152.953786
1556527285.134669	82.356810
1556527285.135669	0
1556527285.136669	0
1556527285.138134	3.188330
1556527285.139134	0
1556527285.140134	0
1556527285.141577	6.417284
1556527285.142577	0
1556527285.143577	0
1556527285.144577	0
1556527285.145975	24.258037
1556527285.146983	113.374024
1556527285.147983	0
1556527285.148983	0
1556527285.150056	10.785010
1556527285.151252	147.772773
1556527285.152299	137.182419
1556527285.153404	149.954693
1556527285.154451	137.182419
1556527285.155455	143.012346
1556527285.157230	24.898442
1556527285.158230	0
1556527285.159230	0
1556527285.160230	0
1556527285.161230	0
1556527285.162416	6.390585
1556527285.163416	0
1556527285.164416	0
1556527285.165416	0
1556527285.166416	0
1556527285.167416	0
1556527285.169287	1.607828
1556527285.170679	7.935605
1556527285.171679	0
1556527285.173522	3.885944
1556527285.174900	128.265744
1556527285.175908	175.349101
1556527285.176936	139.728137
1556527285.177938	121.269569
1556527285.178938	0
1556527285.180368	4.546311
1556527285.181761	15.860346
1556527285.182761	0
1556527285.183761	0
1556527285.184761	0
1556527285.186006	10.409660
1556527285.187006	0
1556527285.188006	0
1556527285.189006	0
1556527285.190006	0
1556527285.191285	8.371076
1556527285.192285	0
1556527285.193815	4.366378
1556527285.194815	0
1556527285.195815	0
1556527285.196815	0
1556527285.197840	2.744698
1556527285.198840	0
1556527285.199840	0
1556527285.200840	0
1556527285.201867	8.229708
1556527285.202910	134.086877
1556527285.203929	166.334113
1556527285.204991	145.612570
1556527285.205991	0
1556527285.206991	0
1556527285.207991	0
1556527285.209729	18.653784
1556527285.210733	154.049869
1556527285.212082	131.031460
1556527285.213092	142.168515
1556527285.214092	0
1556527285.215092	0
1556527285.216092	0
1556527285.217573	41.912951
1556527285.218898	75.031306
1556527285.219898	0
1556527285.220898	0
1556527285.222521	3.049223
1556527285.223521	0
1556527285.224521	0
1556527285.225521	0
1556527285.226521	0
1556527285.227521	0
1556527285.229047	3.385650
1556527285.230047	0
1556527285.231047	0
1556527285.232291	3.405556
1556527285.233464	9.417886
1556527285.234595	68.370995
1556527285.235595	0
1556527285.236595	0
1556527285.238054	9.581472
1556527285.239054	0
1556527285.240054	0
1556527285.241699	12.123496
1556527285.242699	0
1556527285.243699	0
1556527285.244699	0
1556527285.246295	16.825855
1556527285.247295	0
1556527285.248295	0
1556527285.249295	0
1556527285.251004	2.346008
1556527285.252004	0
1556527285.253771	3.992418
1556527285.254771	0
1556527285.255771	0
1556527285.257756	8.316860
1556527285.258817	166.601348
1556527285.260104	137.342720
1556527285.261105	165.525125
1556527285.262544	135.571831
1556527285.263807	142.930917
1556527285.264811	176.056994
1556527285.266259	106.817718
1556527285.267261	187.416607
1556527285.269186	5.738915
1556527285.270186	0
1556527285.271186	0
1556527285.272186	0
1556527285.273186	0
1556527285.274186	0
1556527285.275186	0
1556527285.276186	0
1556527285.277473	14.664135
1556527285.279469	31.311992
1556527285.280469	0
1556527285.281922	6.046069
1556527285.282922	0
1556527285.283922	0
1556527285.285530	3.061918
1556527285.286530	0
1556527285.287530	0
1556527285.288530	0
1556527285.290473	2.234999
1556527285.291473	0
1556527285.292473	0
1556527285.293473	0
1556527285.294473	0
1556527285.295473	0
1556527285.297195	1.643470
1556527285.298585	100.599657
1556527285.299884	144.560837
1556527285.300963	177.587624
1556527285.301963	0
1556527285.303023	37.536396
1556527285.304023	0
1556527285.305780	12.021794
1556527285.306780	0
1556527285.307780	0
1556527285.308780	0
1556527285.310212	9.970628
1556527285.311212	0
1556527285.312212	0
1556527285.313212	0
1556527285.314213	8.283161
1556527285.315213	0
1556527285.316213	0
1556527285.317879	9.040583
1556527285.319045	151.579636
1556527285.320153	139.596299
1556527285.321167	152.528568
1556527285.322167	0
1556527285.323167	0
1556527285.324167	0
1556527285.326076	15.752890
1556527285.327483	170.059312
1556527285.328924	130.329583
1556527285.329924	0
1556527285.331304	52.646299
1556527285.332304	0
1556527285.334188	7.661376
1556527285.335188	0
1556527285.336188	0
1556527285.337188	0
1556527285.338188	0
1556527285.339567	2.053810
1556527285.340567	0
1556527285.341567	0
1556527285.342567	0
1556527285.343567	0
1556527285.344567	0
1556527285.346135	1.682010
1556527285.347135	0
1556527285.348135	0
1556527285.349966	5.767129
1556527285.350966	0
1556527285.351966	0
1556527285.353854	2.841479
1556527285.354866	130.985159
1556527285.356330	140.800000
1556527285.357335	146.641366
1556527285.358335	0
1556527285.359866	65.477155
1556527285.360866	0
1556527285.361899	16.302099
1556527285.363209	25.297179
1556527285.364209	0
1556527285.365949	22.810999
1556527285.366949	0
1556527285.367949	0
1556527285.369760	35.777541
1556527285.370760	0
1556527285.371760	0
1556527285.373716	11.170011
1556527285.374716	0
1556527285.375716	0
1556527285.376716	0
1556527285.377752	8.211720
1556527285.378815	135.120682
1556527285.379856	169.767804
1556527285.380880	151.037020
1556527285.382236	97.772464
1556527285.383236	0
1556527285.384236	0
1556527285.385598	52.576129
1556527285.386598	0
1556527285.387598	0
1556527285.388598	0
1556527285.389691	5.397950
1556527285.390691	0
1556527285.391691	0
1556527285.393612	8.452904
1556527285.394612	0
1556527285.395612	0
1556527285.396612	0
1556527285.398205	4.810382
1556527285.399205	0
1556527285.400205	0
1556527285.401205	0
1556527285.402205	0
1556527285.403205	0
1556527285.404205	0
1556527285.405539	4.518969
1556527285.406554	170.426122
1556527285.407562	135.265847
1556527285.408808	156.558745
1556527285.409840	153.517210
1556527285.410840	0
1556527285.411840	0
1556527285.413766	28.140411
1556527285.415501	12.733168
1556527285.416501	0
1556527285.417777	14.561911
1556527285.418777	0
1556527285.419777	0
1556527285.420777	0
1556527285.421854	13.548538
1556527285.422854	0
1556527285.423854	0
1556527285.425598	41.310832
1556527285.426598	0
1556527285.427598	0
1556527285.428598	0
1556527285.429875	12.914878
1556527285.430875	0
1556527285.431875	0
1556527285.433622	26.534996
1556527285.434660	127.706017
1556527285.435726	93.273093
1556527285.436726	0
1556527285.438031	23.963591
1556527285.439127	161.273874
1556527285.440312	149.170221
1556527285.441312	143.591895
1556527285.442312	0
1556527285.443312	0
1556527285.445104	37.875252
1556527285.446237	29.246371
1556527285.447237	0
1556527285.448237	0
1556527285.450028	8.742642
1556527285.451028	0
1556527285.452028	0
1556527285.453028	0
1556527285.454028	0
1556527285.455625	3.947521
1556527285.456625	0
1556527285.457672	10.793385
1556527285.458672	0
1556527285.459672	0
1556527285.460672	0
1556527285.462025	17.765898
1556527285.463025	0
1556527285.464025	0
1556527285.465025	0
1556527285.466025	0
1556527285.467025	0
1556527285.468451	8.595704
1556527285.469451	0
1556527285.470451	0
1556527285.471451	0
1556527285.472534	2.705752
1556527285.473534	0
1556527285.475464	3.770220
1556527285.476464	0
1556527285.477803	14.170031
1556527285.479072	153.705805
1556527285.480382	137.831817
1556527285.481818	130.783995
1556527285.482818	0
1556527285.483818	0
1556527285.485704	25.585864
1556527285.486734	160.888889
1556527285.488189	22.776995
1556527285.490133	22.730439
1556527285.491133	0
1556527285.492133	0
1556527285.493802	15.054909
1556527285.494894	161.872489
1556527285.496022	137.117734
1556527285.497303	146.605621
1556527285.498697	147.855652
1556527285.499697	0
1556527285.501112	10.716162
1556527285.502112	0
1556527285.503112	0
1556527285.504112	0
1556527285.506097	6.648238
1556527285.507097	0
1556527285.508097	0
1556527285.509097	0
1556527285.510589	2.459448
1556527285.511589	0
1556527285.512589	0
1556527285.513589	0
1556527285.515304	2.342924
1556527285.516304	0
1556527285.517304	0
1556527285.518926	3.050227
1556527285.519926	0
1556527285.520926	0
1556527285.522279	3.294653
1556527285.523279	0
1556527285.524279	0
1556527285.525803	3.134835
1556527285.527237	128.340539
1556527285.528413	172.292722
1556527285.529701	134.302851
1556527285.531481	57.982320
1556527285.532481	0
1556527285.533952	13.412582
1556527285.534952	0
1556527285.535952	0
1556527285.537928	18.497332
1556527285.538928	0
1556527285.539928	0
1556527285.540928	0
1556527285.541928	0
1556527285.542928	0
1556527285.543928	0
1556527285.545681	23.287041
1556527285.546681	0
1556527285.547681	0
1556527285.548704	10.963641
1556527285.550168	30.181404
1556527285.551168	0
1556527285.552168	0
1556527285.553686	6.280718
1556527285.554966	146.714844
1556527285.556326	129.974755
1556527285.557735	161.960068
1556527285.559019	140.595618
1556527285.560019	0
1556527285.561515	26.556118
1556527285.562515	0
1556527285.563515	0
1556527285.564515	0
1556527285.566370	18.203997
1556527285.567370	0
1556527285.568370	0
1556527285.569840	9.551189
1556527285.570959	29.613975
1556527285.571959	0
1556527285.573902	11.262092
1556527285.574902	0
1556527285.575902	0
1556527285.577522	15.258166
1556527285.578522	0
1556527285.579522	0
1556527285.580522	0
1556527285.581897	10.100490
1556527285.582897	0
1556527285.583897	0
1556527285.584897	0
1556527285.585897	0
1556527285.586996	10.832749
1556527285.588397	7.885636
1556527285.589822	23.257152
1556527285.591060	151.716487
1556527285.592303	156.919064
1556527285.593347	151.764330
1556527285.594690	131.612995
1556527285.595690	0
1556527285.597562	50.005645
1556527285.598562	0
1556527285.599562	0
1556527285.600562	0
1556527285.601781	10.474371
1556527285.602781	0
1556527285.603781	0
1556527285.605638	20.048955
1556527285.606638	0
1556527285.607638	0
1556527285.608638	0
1556527285.610086	7.451115
1556527285.611481	131.915912
1556527285.612712	161.543289
1556527285.614116	152.191544
1556527285.615499	149.028099
1556527285.617468	18.752876
1556527285.618468	0
1556527285.619468	0
1556527285.620468	0
1556527285.621517	16.371217
1556527285.622715	9.221095
1556527285.623715	0
1556527285.624715	0
1556527285.626173	12.778820
1556527285.628047	11.790331
1556527285.629047	0
1556527285.630047	0
1556527285.631206	3.497057
1556527285.632206	0
1556527285.633206	0
1556527285.634206	0
1556527285.635206	0
1556527285.636231	2.198520
1556527285.637231	0
1556527285.638231	0
1556527285.639231	0
1556527285.640259	2.742587
1556527285.641710	7.613539
1556527285.642847	126.309079
1556527285.644259	161.631881
1556527285.645469	146.083941
1556527285.646483	145.365624
1556527285.647483	0
1556527285.648483	0
1556527285.649797	20.001151
1556527285.650797	0
1556527285.651797	0
1556527285.653766	13.917222
1556527285.654766	0
1556527285.655766	0
1556527285.657465	11.946117
1556527285.658465	0
1556527285.659465	0
1556527285.660465	0
1556527285.661902	22.408598
1556527285.662902	0
1556527285.663902	0
1556527285.665806	8.489038
1556527285.667044	142.791988
1556527285.668310	148.345009
1556527285.669691	151.973761
1556527285.670932	160.239769
1556527285.671932	0
1556527285.672932	0
1556527285.674118	34.674848
1556527285.675118	0
1556527285.676118	0
1556527285.677118	0
1556527285.678118	0
1556527285.679118	0
1556527285.680118	0
1556527285.681452	3.012646
1556527285.682452	0
1556527285.683452	0
1556527285.684452	0
1556527285.685517	29.894194
1556527285.686517	0
1556527285.687517	0
1556527285.688517	0
1556527285.689967	9.930562
1556527285.691517	14.252845
1556527285.692517	0
1556527285.693954	25.647588
1556527285.694954	0
1556527285.695954	0
1556527285.697463	7.374915
1556527285.698730	130.794129
1556527285.699906	159.682141
1556527285.701316	141.029422
1556527285.702340	140.281323
1556527285.703530	9.282051
1556527285.704530	0
1556527285.706068	8.705683
1556527285.707068	0
1556527285.708068	0
1556527285.709068	0
1556527285.710310	14.733813
1556527285.711310	0
1556527285.712310	0
1556527285.713666	14.294970
1556527285.714666	0
1556527285.715666	0
1556527285.716666	0
1556527285.717666	0
1556527285.718666	0
1556527285.719666	0
1556527285.720969	6.050864
1556527285.722150	56.119499
1556527285.723463	156.984202
1556527285.724709	132.996556
1556527285.725709	0
1556527285.726709	0
1556527285.727709	0
1556527285.728709	0
1556527285.729709	0
1556527285.730709	0
1556527285.731709	0
1556527285.732936	19.259723
1556527285.734135	73.710082
1556527285.735469	146.207291
1556527285.736613	164.175073
1556527285.737786	113.014634
1556527285.738786	0
1556527285.739786	0
1556527285.740786	0
1556527285.741786	0
1556527285.742786	0
1556527285.744727	11.686727
1556527285.745727	0
1556527285.746727	0
1556527285.747727	0
1556527285.748727	0
1556527285.749727	0
1556527285.750726	0
1556527285.751726	0
1556527285.753466	2.528292
1556527285.754466	0
1556527285.755466	0
1556527285.756466	0
1556527285.757573	5.379775
1556527285.758612	159.486003
1556527285.759680	144.800000
1556527285.760780	130.552232
1556527285.762144	102.516343
1556527285.763431	105.947388
1556527285.764431	0
1556527285.765853	13.684584
1556527285.766853	0
1556527285.767853	0
1556527285.769721	11.424063
1556527285.770721	0
1556527285.772597	11.523502
